0	100	0.002	3.64005494464026
0	120	0.002	4.14849370253831
0	150	0.002	6.74536878161602
0	200	0.002	7.82623792124926
0	250	0.002	9.02773504263389
0.001	300	0.002	10.3077640640442
0.002	330	0.002	11.1022520238013
0.003	340	0.002	14.293005282305
0.004	360	0.002	14.7271857460956
0.006	380	0.002	15.1726728034318
0.01	400	0.002	15.6284996080878
0.012	410	0.002	15.8600126103355
0.015	420	0.002	16.0937876213153
0.018	430	0.002	16.3297274931335
0.023	440	0.002	16.5677397372122
0.028	450	0.002	16.8077363139716
0.035	460	0.002	17.0496334271444
0.042	470	0.002	17.2933513235579
0.052	480	0.002	17.5388140990205
0.064	490	0.002	17.7859495107796
0.078	500	0.002	18.0346887968714
0.1	510	0.002	18.2849665025671
0.121	520	0.002	18.5367203140146
0.15	530	0.003	18.7898908990978
0.189	540	0.003	19.0444217554643
0.231	550	0.003	19.3002590656188
0.284	560	0.003	19.5573515589407
0.353	570	0.003	19.8156503804442
0.444	580	0.004	20.0751089660804
0.54	590	0.004	20.3356829243574
0.676	600	0.005	20.597329924046
0.801	610	0.005	20.8600095877255
1	620	0.006	21.123683390924
1.238	630	0.007	21.3883145666039
1.544	640	0.008	21.6538680147451
2.383	660	0.012	28.1476464380239
3.414	680	0.016	28.5728892483767
4.77	700	0.039	29.0043100245464
6.42	720	0.046	29.4416371827383
7.85	740	0.051	29.8846114246112
9.75	760	0.059	30.3329853459893
